Retailer,Retailer ID,Invoice Date ,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Walmart,1197831,09-06-2020,South,Texas,Houston,Women's Athletic Footwear,47,181,851,468,Online
West Gear,1128299,29-01-2021,West,California,San Francisco,Women's Apparel,76,181,1376,344,Online
Kohl's,1189833,17-12-2021,West,California,Los Angeles,Women's Apparel,64,181,1158,359,Online
Sports Direct,1197831,13-04-2021,South,Texas,Dallas,Men's Street Footwear,53,181,959,528,Online
Sports Direct,1197831,26-03-2020,South,Texas,Dallas,Men's Street Footwear,38,181,688,378,Online
West Gear,1128299,21-02-2020,West,Colorado,Denver,Women's Apparel,83,181,1502,646,Online
Sports Direct,1197831,13-01-2020,South,Tennessee,Knoxville,Men's Athletic Footwear,33,181,597,287,Online
Sports Direct,1197831,16-06-2021,South,Tennessee,Knoxville,Women's Apparel,53,181,959,681,Online
West Gear,1185732,24-11-2021,Northeast,New York,Albany,Women's Apparel,69,181,1249,774,Online
Sports Direct,1185732,01-07-2020,Midwest,Michigan,Detroit,Men's Street Footwear,32,181,579,348,Online
West Gear,1185732,09-07-2020,West,Utah,Salt Lake City,Men's Street Footwear,27,181,489,244,Online
Sports Direct,1197831,10-08-2020,West,Idaho,Boise,Women's Apparel,49,181,887,594,Online
Foot Locker,1128299,11-09-2021,West,Arizona,Phoenix,Men's Street Footwear,44,181,796,366,Online
Foot Locker,1185732,06-09-2021,Southeast,South Carolina,Charleston,Women's Street Footwear,24,181,434,165,Online
Foot Locker,1185732,08-08-2020,Southeast,South Carolina,Charleston,Men's Apparel,41,181,742,356,Online
Sports Direct,1185732,05-06-2020,Southeast,South Carolina,Charleston,Men's Athletic Footwear,34,181,615,308,Online
Sports Direct,1185732,20-02-2020,Southeast,North Carolina,Charlotte,Women's Street Footwear,19,181,344,179,Online
Sports Direct,1185732,19-10-2020,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,49,181,887,443,Online
Amazon,1185732,08-10-2020,Midwest,Ohio,Columbus,Women's Apparel,69,181,1249,787,Online
Amazon,1185732,16-11-2020,Midwest,Ohio,Columbus,Men's Athletic Footwear,60,181,1086,510,Online
Walmart,1197831,24-03-2020,South,Arkansas,Little Rock,Men's Street Footwear,18,181,326,173,Online
Walmart,1197831,16-05-2021,South,Arkansas,Little Rock,Men's Street Footwear,39,181,706,381,Online
Kohl's,1189833,19-06-2020,Midwest,Montana,Billings,Men's Street Footwear,41,180,738,428,Online
Sports Direct,1197831,15-05-2020,South,Tennessee,Knoxville,Women's Street Footwear,19,180,342,185,Online
Sports Direct,1197831,27-12-2021,South,Alabama,Birmingham,Women's Athletic Footwear,41,180,738,509,Online
Foot Locker,1128299,26-07-2021,West,Hawaii,Honolulu,Women's Street Footwear,71,180,1278,460,Online
Walmart,1128299,17-02-2020,Southeast,Florida,Orlando,Women's Athletic Footwear,82,180,1476,635,Online
West Gear,1128299,19-04-2021,Southeast,Florida,Orlando,Women's Athletic Footwear,78,180,1404,576,Online
Foot Locker,1128299,23-09-2020,Southeast,Virginia,Richmond,Women's Apparel,96,180,1728,691,Online
Foot Locker,1185732,22-02-2020,Midwest,Missouri,St. Louis,Men's Street Footwear,39,180,702,358,Online
Kohl's,1128299,29-06-2020,West,New Mexico,Albuquerque,Men's Athletic Footwear,56,180,1008,544,Online
Sports Direct,1128299,26-10-2021,Southeast,Georgia,Atlanta,Men's Street Footwear,43,180,774,418,Online
Foot Locker,1185732,17-04-2020,Southeast,South Carolina,Charleston,Women's Athletic Footwear,27,180,486,209,Online
Sports Direct,1185732,21-11-2021,Southeast,North Carolina,Charlotte,Men's Apparel,44,180,792,396,Online
Kohl's,1185732,09-10-2021,Northeast,New Jersey,Newark,Men's Street Footwear,47,180,846,406,Online
Amazon,1185732,03-12-2020,Northeast,Vermont,Burlington,Men's Street Footwear,49,180,882,467,Online
Walmart,1197831,01-06-2021,South,Texas,Houston,Men's Apparel,35,180,630,221,Outlet
West Gear,1128299,29-07-2020,West,Nevada,Las Vegas,Men's Athletic Footwear,51,180,918,248,Outlet
West Gear,1128299,30-11-2021,South,Louisiana,New Orleans,Women's Apparel,64,180,1152,472,Outlet
Foot Locker,1197831,19-05-2021,South,Louisiana,New Orleans,Men's Athletic Footwear,28,180,504,166,Outlet
Kohl's,1128299,20-07-2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,44,180,792,341,Outlet
Walmart,1197831,04-03-2021,South,Arkansas,Little Rock,Men's Street Footwear,21,180,378,170,Outlet
Sports Direct,1185732,21-06-2021,Northeast,Massachusetts,Boston,Men's Street Footwear,37,180,666,220,Outlet
West Gear,1185732,22-05-2021,Northeast,West Virginia,Charleston,Men's Street Footwear,58,179,1038,540,Online
Walmart,1197831,01-11-2021,South,Texas,Houston,Men's Apparel,34,179,609,207,Outlet
Kohl's,1189833,16-07-2021,West,California,Los Angeles,Women's Athletic Footwear,34,179,609,250,Outlet
Sports Direct,1197831,09-04-2021,South,Texas,Dallas,Women's Street Footwear,20,179,358,140,Outlet
Foot Locker,1185732,14-07-2021,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,51,179,913,529,Outlet
West Gear,1128299,18-11-2021,West,Nevada,Las Vegas,Women's Street Footwear,44,179,788,331,Outlet
Sports Direct,1197831,13-05-2021,South,Tennessee,Knoxville,Women's Athletic Footwear,20,179,358,193,Outlet
Sports Direct,1197831,09-06-2020,South,Tennessee,Knoxville,Women's Apparel,29,179,519,348,Outlet
Sports Direct,1197831,27-08-2021,South,Alabama,Birmingham,Men's Apparel,35,179,627,326,Outlet
West Gear,1128299,25-11-2020,Southeast,Florida,Orlando,Men's Apparel,64,179,1146,298,Outlet
West Gear,1185732,01-10-2020,West,Utah,Salt Lake City,Men's Athletic Footwear,28,179,501,211,Outlet
West Gear,1128299,21-03-2021,West,Oregon,Portland,Women's Athletic Footwear,62,179,1110,455,Outlet
West Gear,1128299,02-07-2021,West,Oregon,Portland,Men's Athletic Footwear,37,179,662,252,Outlet
West Gear,1128299,23-10-2020,South,Louisiana,New Orleans,Men's Street Footwear,29,179,519,239,Outlet
Sports Direct,1197831,21-04-2020,West,Idaho,Boise,Women's Street Footwear,31,179,555,233,Outlet
Sports Direct,1197831,07-08-2021,West,Idaho,Boise,Women's Apparel,34,179,609,359,Outlet
Sports Direct,1128299,29-06-2021,Southeast,Georgia,Atlanta,Men's Street Footwear,37,179,662,285,Outlet
Walmart,1185732,09-04-2021,South,Mississippi,Jackson,Women's Street Footwear,37,179,662,291,Outlet
West Gear,1197831,15-10-2020,South,Oklahoma,Oklahoma City,Men's Street Footwear,28,179,501,216,Outlet
Amazon,1185732,02-04-2021,Northeast,Massachusetts,Boston,Men's Street Footwear,35,179,627,326,Outlet
Amazon,1185732,22-06-2020,Northeast,Vermont,Burlington,Men's Street Footwear,44,179,788,386,Outlet
Sports Direct,1197831,11-02-2021,South,Tennessee,Knoxville,Men's Athletic Footwear,25,178,445,214,Outlet
West Gear,1128299,01-05-2020,South,Louisiana,New Orleans,Women's Apparel,46,178,819,328,Outlet
Sports Direct,1185732,08-04-2021,South,Mississippi,Jackson,Women's Apparel,53,178,943,519,Outlet
West Gear,1197831,05-11-2021,South,Arkansas,Little Rock,Men's Street Footwear,17,178,303,142,Outlet
Amazon,1185732,24-11-2020,Northeast,Massachusetts,Boston,Men's Street Footwear,51,178,908,318,Outlet
Amazon,1185732,09-06-2021,Northeast,Vermont,Burlington,Men's Street Footwear,48,177,850,433,Outlet
Sports Direct,1197831,25-04-2020,South,Texas,Houston,Women's Street Footwear,32,176,563,253,Online
Kohl's,1189833,31-05-2021,West,California,Los Angeles,Women's Apparel,41,176,722,216,Online
Kohl's,1189833,02-11-2020,West,California,Los Angeles,Women's Athletic Footwear,46,176,810,405,Online
Kohl's,1189833,05-02-2020,West,California,Los Angeles,Women's Street Footwear,49,176,862,440,Online
Kohl's,1189833,14-07-2020,West,California,Los Angeles,Women's Apparel,62,176,1091,382,Online
Kohl's,1189833,05-09-2021,West,California,Los Angeles,Women's Athletic Footwear,47,176,827,372,Online
Sports Direct,1197831,02-10-2021,South,Texas,Dallas,Men's Street Footwear,23,176,405,174,Online
Sports Direct,1197831,05-02-2020,South,Texas,Dallas,Women's Street Footwear,44,176,774,364,Online
Sports Direct,1197831,14-06-2021,South,Texas,Dallas,Men's Athletic Footwear,54,176,950,485,Online
Sports Direct,1197831,31-10-2021,South,Texas,Dallas,Women's Street Footwear,63,176,1109,610,Online
Sports Direct,1197831,26-03-2020,South,Texas,Dallas,Women's Apparel,67,176,1179,766,Online
Sports Direct,1197831,23-11-2020,South,Tennessee,Knoxville,Men's Athletic Footwear,24,176,422,215,Online
West Gear,1185732,14-04-2020,Southeast,Florida,Orlando,Women's Apparel,44,176,774,503,Online
West Gear,1185732,27-03-2021,Northeast,New York,Albany,Women's Apparel,68,176,1197,766,Online
Foot Locker,1128299,25-10-2020,Southeast,Virginia,Richmond,Men's Athletic Footwear,62,176,1091,502,Online
Sports Direct,1185732,07-09-2021,Midwest,Michigan,Detroit,Women's Apparel,45,176,792,539,Online
Sports Direct,1185732,08-05-2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,46,176,810,429,Online
Sports Direct,1197831,20-07-2020,West,Idaho,Boise,Men's Street Footwear,50,176,880,440,Online
Foot Locker,1197831,30-10-2021,West,Idaho,Boise,Women's Street Footwear,56,176,986,513,Online
Kohl's,1128299,03-09-2020,West,New Mexico,Albuquerque,Men's Athletic Footwear,60,176,1056,549,Online
Sports Direct,1128299,29-05-2021,Southeast,Georgia,Atlanta,Men's Street Footwear,46,176,810,429,Online
Foot Locker,1185732,22-12-2021,Southeast,South Carolina,Charleston,Women's Street Footwear,41,176,722,281,Online
Foot Locker,1185732,07-12-2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,41,176,722,289,Online
Sports Direct,1185732,09-04-2020,Southeast,North Carolina,Charlotte,Men's Apparel,53,176,933,448,Online
Sports Direct,1185732,20-03-2021,Southeast,North Carolina,Charlotte,Women's Apparel,48,176,845,532,Online
Walmart,1185732,07-08-2020,South,Mississippi,Jackson,Women's Apparel,61,176,1074,655,Online
Walmart,1185732,18-10-2021,South,Mississippi,Jackson,Men's Street Footwear,32,176,563,304,Online
Sports Direct,1197831,15-05-2020,South,Mississippi,Jackson,Men's Street Footwear,24,176,422,215,Online
Foot Locker,1185732,24-03-2021,Northeast,West Virginia,Charleston,Men's Street Footwear,60,176,1056,549,Online
Amazon,1185732,03-02-2020,Northeast,Vermont,Burlington,Men's Street Footwear,58,176,1021,612,Online
Sports Direct,1197831,09-02-2020,South,Texas,Houston,Men's Apparel,26,176,458,156,Outlet
Kohl's,1189833,20-05-2020,West,California,Los Angeles,Women's Athletic Footwear,36,176,634,247,Outlet
West Gear,1128299,29-04-2021,West,Nevada,Las Vegas,Women's Street Footwear,46,176,810,389,Outlet
Sports Direct,1197831,17-03-2020,South,Tennessee,Knoxville,Women's Athletic Footwear,44,176,774,465,Outlet
Foot Locker,1128299,27-02-2021,Southeast,Virginia,Richmond,Women's Apparel,60,176,1056,348,Outlet
Sports Direct,1128299,05-09-2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,51,176,898,350,Outlet
Sports Direct,1185732,22-03-2021,Southeast,Virginia,Richmond,Women's Street Footwear,18,176,317,101,Outlet
West Gear,1128299,29-08-2020,South,Louisiana,New Orleans,Men's Street Footwear,32,176,563,242,Outlet
West Gear,1197831,19-12-2020,West,Idaho,Boise,Women's Apparel,23,176,405,231,Outlet
Kohl's,1128299,28-09-2020,West,New Mexico,Albuquerque,Men's Street Footwear,47,176,827,339,Outlet
West Gear,1197831,20-08-2020,South,Arkansas,Little Rock,Men's Street Footwear,18,176,317,146,Outlet
Kohl's,1197831,17-06-2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,17,176,299,114,Outlet
Foot Locker,1185732,06-03-2021,Northeast,Rhode Island,Providence,Men's Street Footwear,36,176,634,253,Outlet
Foot Locker,1185732,11-08-2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45,175,7875,"2,756.00",Outlet
Foot Locker,1185732,06-07-2021,Midwest,Illinois,Chicago,Women's Street Footwear,50,175,8750,"3,063.00",Outlet
Foot Locker,1185732,18-06-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,175,7000,"2,800.00",Outlet
Foot Locker,1185732,12-06-2021,Midwest,Illinois,Chicago,Men's Apparel,50,175,8750,"3,063.00",Outlet
Foot Locker,1185732,06-04-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40,175,7000,"2,800.00",Outlet
Foot Locker,1185732,01-10-2021,Midwest,Illinois,Chicago,Men's Apparel,50,175,8750,"3,063.00",Outlet
Foot Locker,1185732,05-12-2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50,175,8750,"3,500.00",Outlet
Foot Locker,1185732,01-05-2021,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,35,175,6125,"2,450.00",Outlet
Foot Locker,1185732,08-07-2020,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,40,175,7000,"2,800.00",Outlet
Foot Locker,1185732,09-06-2021,Northeast,Pennsylvania,Philadelphia,Women's Apparel,50,175,8750,"2,188.00",Outlet
Foot Locker,1185732,23-12-2021,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,45,175,7875,"2,756.00",Outlet
Foot Locker,1185732,11-02-2020,Midwest,Minnesota,Minneapolis,Women's Street Footwear,30,175,5250,"1,575.00",In-store
Foot Locker,1185732,25-04-2021,Midwest,Minnesota,Minneapolis,Women's Apparel,40,175,7000,"3,150.00",In-store
Foot Locker,1185732,18-02-2021,Midwest,Minnesota,Minneapolis,Women's Apparel,40,175,7000,"3,150.00",In-store
Foot Locker,1185732,11-08-2021,Midwest,Minnesota,Minneapolis,Men's Athletic Footwear,40,175,7000,"2,100.00",Outlet
Foot Locker,1185732,27-12-2021,Midwest,Minnesota,Minneapolis,Women's Street Footwear,35,175,6125,"1,838.00",Outlet
Foot Locker,1185732,01-05-2021,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,40,175,7000,"2,450.00",Outlet
Foot Locker,1185732,23-06-2020,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,35,175,6125,"2,144.00",Outlet
Foot Locker,1185732,15-07-2021,Midwest,Minnesota,Minneapolis,Women's Athletic Footwear,45,175,7875,"2,756.00",Outlet
Foot Locker,1185732,05-10-2021,Midwest,Nebraska,Omaha,Women's Street Footwear,25,175,4375,"1,531.00",Outlet
Foot Locker,1185732,14-09-2020,Midwest,Nebraska,Omaha,Women's Street Footwear,30,175,5250,"1,838.00",Outlet
Foot Locker,1185732,21-08-2021,Midwest,Nebraska,Omaha,Women's Athletic Footwear,35,175,6125,"2,450.00",Outlet
Foot Locker,1185732,11-06-2021,Midwest,Nebraska,Omaha,Men's Apparel,45,175,7875,"2,756.00",Outlet
Amazon,1185732,03-05-2021,Northeast,Maine,Portland,Men's Athletic Footwear,40,175,7000,"2,450.00",Outlet
Amazon,1185732,25-08-2021,Northeast,Maine,Portland,Women's Street Footwear,45,175,7875,"3,150.00",Outlet
Amazon,1185732,18-11-2021,Northeast,Maine,Portland,Women's Athletic Footwear,45,175,7875,"2,363.00",Outlet
Amazon,1185732,06-11-2021,Northeast,Maine,Portland,Women's Athletic Footwear,45,175,7875,"2,363.00",Outlet
Amazon,1185732,12-03-2020,Northeast,Maine,Portland,Women's Athletic Footwear,45,175,7875,"2,363.00",Outlet
Amazon,1185732,06-02-2020,West,Alaska,Anchorage,Women's Athletic Footwear,50,175,8750,"2,188.00",Outlet
Foot Locker,1128299,20-01-2021,West,Alaska,Anchorage,Men's Apparel,50,175,8750,"1,313.00",Outlet
Foot Locker,1128299,20-02-2020,Southeast,Virginia,Richmond,Men's Apparel,45,175,7875,"3,150.00",In-store
West Gear,1128299,28-07-2020,West,Oregon,Portland,Men's Apparel,45,175,7875,"3,150.00",In-store
West Gear,1128299,21-05-2020,South,Louisiana,New Orleans,Men's Apparel,50,175,8750,"3,938.00",In-store
West Gear,1128299,22-12-2021,South,Louisiana,New Orleans,Men's Apparel,45,175,7875,"3,544.00",In-store
Sports Direct,1128299,18-07-2020,Southeast,Georgia,Atlanta,Men's Apparel,45,175,7875,"2,756.00",Online
Amazon,1185732,14-04-2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45,175,7875,"2,756.00",Online
Amazon,1185732,08-02-2020,Southeast,Kentucky,Louisville,Women's Street Footwear,40,175,7000,"2,800.00",Online
Amazon,1185732,06-05-2020,Southeast,Kentucky,Louisville,Women's Street Footwear,45,175,7875,"3,150.00",Online
West Gear,1197831,16-06-2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20,175,3500,"1,400.00",Online
West Gear,1197831,18-05-2020,South,Oklahoma,Oklahoma City,Men's Apparel,35,175,6125,"2,144.00",Online
West Gear,1197831,23-08-2021,South,Oklahoma,Oklahoma City,Men's Apparel,40,175,7000,"2,450.00",Online
Kohl's,1197831,15-11-2020,Midwest,Kansas,Wichita,Women's Athletic Footwear,20,175,3500,"1,225.00",Online
Kohl's,1197831,18-03-2020,Midwest,Kansas,Wichita,Men's Apparel,30,175,5250,"1,838.00",Online
Foot Locker,1185732,05-10-2020,Midwest,Kansas,Wichita,Men's Apparel,50,175,8750,"3,063.00",Online
Foot Locker,1185732,29-04-2020,Midwest,Kansas,Wichita,Men's Athletic Footwear,40,175,7000,"2,100.00",Online
Foot Locker,1185732,16-01-2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,50,175,8750,"3,063.00",Online
Foot Locker,1185732,01-11-2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,45,175,7875,"2,363.00",Online
Foot Locker,1185732,18-07-2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35,175,6125,"1,838.00",Online
Foot Locker,1185732,13-06-2020,Midwest,South Dakota,Sioux Falls,Men's Apparel,45,175,7875,"2,756.00",Online
Foot Locker,1185732,13-03-2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,40,175,7000,"2,100.00",Online
Foot Locker,1185732,30-07-2020,Midwest,South Dakota,Sioux Falls,Men's Apparel,50,175,8750,"3,063.00",Online
Foot Locker,1185732,29-03-2020,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,35,175,6125,"1,838.00",Online
Sports Direct,1185732,22-02-2020,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,45,175,7875,"2,363.00",Online
Sports Direct,1185732,16-06-2020,Midwest,South Dakota,Sioux Falls,Men's Apparel,45,175,7875,"2,756.00",Online
Sports Direct,1185732,23-11-2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,35,175,6125,"1,838.00",Online
Sports Direct,1185732,20-07-2020,Midwest,North Dakota,Fargo,Men's Apparel,45,175,7875,"2,756.00",Online
Sports Direct,1185732,17-05-2021,Midwest,North Dakota,Fargo,Women's Street Footwear,40,175,7000,"2,100.00",In-store
Sports Direct,1185732,02-05-2020,Midwest,North Dakota,Fargo,Women's Athletic Footwear,30,175,5250,"1,575.00",In-store
Sports Direct,1185732,10-09-2021,Midwest,North Dakota,Fargo,Men's Apparel,40,175,7000,"2,450.00",In-store
Sports Direct,1185732,11-11-2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40,175,7000,"2,100.00",In-store
Sports Direct,1185732,26-02-2020,Midwest,North Dakota,Fargo,Men's Apparel,50,175,8750,"3,063.00",In-store
Sports Direct,1185732,22-03-2020,Midwest,North Dakota,Fargo,Women's Street Footwear,30,175,5250,"1,575.00",In-store
Foot Locker,1185732,28-10-2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40,175,7000,"2,100.00",In-store
Foot Locker,1185732,14-08-2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,20,175,3500,"1,225.00",In-store
